gene_id,gene,pvalue
4939.0,TTN,1.0
89.0,TP53,1.0
11405.0,LRP1B,1.0
4848.0,ARID1A,0.99999976
7882.0,UBR4,0.99999964
2663.0,MUC16,0.9999995
20.0,PIK3CA,0.99999917
12943.0,CSMD1,0.9999988
3772.0,FBXO11,0.99999666
4072.0,SETD2,0.9999957
4663.0,FAT1,0.9999949
10016.0,CECR2,0.9999945
9392.0,CYP17A1,0.9999945
1793.0,IRS4,0.9999937
1042.0,CUL4A,0.9999924
511.0,CREBBP,0.999992
133.0,FANCC,0.9999918
7267.0,GFM2,0.9999918
956.0,NCOR1,0.99999154
1314.0,CBLB,0.9999895
844.0,HBB,0.9999881
1661.0,MTOR,0.9999865
2913.0,KLF5,0.99998534
10432.0,PRDM2,0.999985
1235.0,IL1RN,0.99998367
5886.0,IP6K2,0.99998343
1556.0,HTT,0.99998236
6205.0,PPP2R5C,0.999982
2320.0,SNAI2,0.99997985
7780.0,MYO9A,0.99997914
3100.0,TBC1D4,0.9999782
5653.0,ZNF668,0.99997807
1995.0,ACTL6A,0.9999777
1849.0,KRAS,0.9999776
12741.0,SLC2A12,0.99997663
3395.0,MYCBP2,0.9999753
7693.0,TEP1,0.9999738
1728.0,NCOA3,0.99997354
179.0,RUNX2,0.99997354
153.0,PHF20,0.9999734
5434.0,HR,0.9999733
8051.0,KAT6A,0.9999726
12793.0,RAPGEF5,0.99997234
5630.0,ALOX5AP,0.9999716
104.0,TP53INP1,0.9999714
1444.0,STAT6,0.9999714
1024.0,CDC25C,0.9999713
4464.0,RBBP6,0.99996996
5595.0,ANK2,0.99996996
756.0,CD40LG,0.99996984
10856.0,CR2,0.99996984
9597.0,LAMA4,0.9999696
297.0,DROSHA,0.99996936
10690.0,ATP12A,0.9999691
11090.0,CDH18,0.9999691
810.0,PDGFRA,0.999969
2089.0,IRF5,0.9999685
8522.0,HECW1,0.9999684
4902.0,OBSCN,0.9999671
10281.0,HMCN1,0.9999671
9881.0,SMG7,0.99996686
11916.0,GYS2,0.9999665
7870.0,NCKAP1L,0.99996614
9687.0,KDM4D,0.9999658
10709.0,DMTF1,0.99996555
1541.0,SMG5,0.9999652
2148.0,SREBF2,0.9999647
4604.0,FBXO4,0.99996424
1211.0,PLCG2,0.999964
6754.0,KMT2C,0.9999634
7256.0,MCF2,0.9999628
1928.0,ZFYVE16,0.9999628
10886.0,LDB3,0.99996245
10495.0,TNR,0.9999621
1454.0,PRKCD,0.9999614
3193.0,MSX1,0.99996066
105.0,APAF1,0.9999597
2514.0,CREBZF,0.99995947
210.0,TNFAIP3,0.99995923
2499.0,MEN1,0.9999589
4415.0,ZBTB7A,0.99995816
2498.0,KMT2A,0.9999567
2701.0,TLR5,0.9999554
3592.0,UTP14A,0.9999554
876.0,UFD1,0.9999553
911.0,TP53BP1,0.99995494
1197.0,NCOA2,0.99995494
5189.0,SMARCAL1,0.9999547
8870.0,RNF43,0.99995446
1809.0,MAML1,0.9999542
135.0,PRDM1,0.9999534
9376.0,RABGAP1,0.99995315
465.0,TLR2,0.99995255
11514.0,USP3,0.9999521
3148.0,KLF6,0.9999517
3589.0,PLOD3,0.99995124
4182.0,ATRX,0.9999509
1011.0,STK4,0.99995065
8799.0,PHKB,0.9999504
9897.0,ASPM,0.9999502
1734.0,NLK,0.99995005
9087.0,CDKN1C,0.9999497
3072.0,CEBPZ,0.9999497
1749.0,ZMIZ1,0.9999496
127.0,PLAGL1,0.99994946
174.0,CCND1,0.9999492
914.0,FOXL2,0.99994886
2084.0,MAPK10,0.9999486
2233.0,BHLHE40,0.99994826
317.0,PIK3R2,0.99994814
10821.0,PRMT3,0.9999478
141.0,HIPK1,0.9999474
1765.0,ZMIZ2,0.9999474
2576.0,HMGA2,0.9999466
10521.0,TTLL5,0.9999466
1449.0,LRPAP1,0.99994636
912.0,CDKN2A,0.9999461
4649.0,CDKN2C,0.999946
3080.0,TLR8,0.99994576
12180.0,OR10H3,0.9999455
4079.0,OTUD5,0.9999453
1258.0,FGFR4,0.9999449
982.0,AXIN1,0.99994445
205.0,FAS,0.9999441
5183.0,TWIST2,0.999944
1732.0,SOX4,0.99994373
94.0,GLS2,0.9999436
7711.0,ALK,0.999943
1244.0,NOTCH4,0.999943
1256.0,ZBTB17,0.999943
910.0,SP3,0.9999424
1572.0,IGF1R,0.9999424
178.0,TWIST1,0.9999422
6403.0,POLI,0.9999418
5958.0,MTA1,0.99994135
4810.0,GUCY1A1,0.9999411
6032.0,EEA1,0.9999409
10864.0,DPH1,0.99994063
1741.0,KAT2B,0.99994016
953.0,KIT,0.99993944
3892.0,DGKZ,0.99993896
2736.0,MAPK8IP3,0.99993896
1850.0,MAP3K1,0.9999386
215.0,NGFR,0.99993837
1206.0,HUWE1,0.99993837
1638.0,ENAH,0.9999379
138.0,CCNG1,0.99993753
9136.0,CSNK1G1,0.9999374
5361.0,UHRF2,0.99993706
1828.0,PLCE1,0.99993694
3478.0,BRCC3,0.9999368
4025.0,SMG1,0.9999367
9275.0,MNDA,0.9999367
2025.0,DDX3X,0.9999361
709.0,SMAD2,0.9999356
2466.0,TRIM24,0.9999354
48.0,HERC2,0.9999354
99.0,ZNF420,0.99993503
6557.0,ANXA10,0.9999347
5080.0,EXOSC7,0.99993455
518.0,HEY1,0.99993384
136.0,MDM2,0.9999331
124.0,PLK2,0.999933
4626.0,BACH1,0.99993277
8568.0,MYL9,0.99993277
2212.0,MVP,0.9999325
5822.0,ARL3,0.99993074
2734.0,RB1CC1,0.9999293
572.0,MYC,0.99992895
2699.0,PELI2,0.99992895
5143.0,PPM1D,0.9999287
5177.0,CRYAB,0.9999287
10890.0,CETP,0.9999287
4478.0,ING4,0.9999286
7871.0,GFI1,0.99992776
958.0,MET,0.9999275
10810.0,FOXP1,0.99992716
10138.0,ZNF679,0.9999263
1456.0,CREB1,0.9999262
6996.0,TOPBP1,0.999926
4564.0,FBP2,0.9999255
2245.0,CCNG2,0.99992454
510.0,IRF7,0.9999244
1731.0,SOCS1,0.9999244
1553.0,RB1,0.9999242
4608.0,PNP,0.99992406
3898.0,TRAIP,0.99992335
10916.0,USP28,0.9999229
1986.0,SMARCC1,0.9999229
736.0,IL13RA2,0.99992275
9690.0,KMT2E,0.9999225
1322.0,SOS2,0.9999223
2790.0,MED1,0.99992216
9389.0,NTHL1,0.99992216
1690.0,PRKD1,0.9999219
1183.0,ARNT,0.9999217
467.0,TLR6,0.9999217
929.0,PRMT5,0.9999213
6279.0,NABP1,0.9999206
10729.0,ZNF514,0.9999198
2107.0,PPP3CA,0.99991894
5525.0,RORC,0.9999187
2623.0,KPNA4,0.99991834
11274.0,FOXA2,0.9999174
1847.0,IQGAP1,0.99991727
161.0,TFAP2B,0.99991703
2067.0,MYH10,0.9999168
5222.0,S100A1,0.9999167
3009.0,BCR,0.99991655
1547.0,SAFB,0.9999162
4929.0,SCN3B,0.99991584
4644.0,KDM6A,0.99991536
3046.0,CUL7,0.99991536
5590.0,TAF1B,0.999915
22.0,SRC,0.99991465
125.0,PLK3,0.99991405
3520.0,SUPT6H,0.99991405
8906.0,TRIM45,0.99991405
4391.0,TAF1,0.9999138
1196.0,NR3C1,0.9999138
8081.0,SREBF1,0.9999137
106.0,PIDD1,0.99991333
1356.0,AR,0.9999132
103.0,AIFM2,0.9999131
4691.0,WAC,0.99991286
7133.0,SMYD2,0.99991226
625.0,MAPK6,0.99991214
11922.0,ITPKC,0.99991035
5605.0,TFAP4,0.99991035
1637.0,VASP,0.9999101
333.0,PTPN11,0.9999095
2778.0,ACSL4,0.9999094
3136.0,SPSB1,0.99990916
183.0,SMAD1,0.9999087
1394.0,NCOR2,0.9999087
1890.0,VDR,0.99990857
4018.0,FKBP4,0.9999083
137.0,MDM4,0.9999081
3928.0,ITGB1BP2,0.99990714
6518.0,RHD,0.99990714
3228.0,S100A4,0.99990606
5965.0,ZBTB2,0.9999058
8512.0,ZNF302,0.9999057
8390.0,GABRB1,0.9999057
4972.0,EIF2S3,0.99990547
110.0,CASP10,0.99990475
9456.0,MSL2,0.99990463
2952.0,ACACA,0.99990463
3773.0,BRD8,0.99990404
2629.0,SENP1,0.99990344
2279.0,ERCC2,0.99990237
108.0,NLRC4,0.99990225
4219.0,TSC22D1,0.9999021
906.0,TDG,0.99990153
1758.0,PATZ1,0.9999012
319.0,PIK3R3,0.9999008
289.0,RASGRF1,0.99990046
1535.0,MCL1,0.9999002
5674.0,SULT1E1,0.99989986
3602.0,NCOA6,0.9998995
1881.0,THRB,0.9998994
1044.0,CUL9,0.99989915
6454.0,NUDT16L1,0.999899
7630.0,SMYD3,0.999899
4359.0,TRIM59,0.99989784
7954.0,AIPL1,0.9998977
239.0,PCCA,0.9998975
1754.0,NSD2,0.9998975
1428.0,TP63,0.9998975
10057.0,POLA1,0.99989724
4751.0,RPS27,0.9998969
37.0,ATM,0.9998964
336.0,STAT1,0.9998963
3403.0,MSH2,0.99989617
2507.0,DAB2IP,0.99989605
2125.0,PC,0.99989605
9280.0,HINFP,0.9998956
122.0,BAX,0.9998956
156.0,EHMT1,0.99989545
100.0,STEAP3,0.99989545
915.0,DDX17,0.99989533
1398.0,WT1,0.9998946
8957.0,TSPY1,0.999894
8676.0,TAF1C,0.99989283
800.0,USP9X,0.99989235
1921.0,STK11,0.99989235
2474.0,ACTA1,0.9998921
2243.0,WDR33,0.99989176
86.0,SMAD7,0.99989164
6482.0,PRIM1,0.99989164
1381.0,HSPA8,0.9998915
2529.0,BICD1,0.99989116
2079.0,JMJD6,0.9998909
240.0,PCCB,0.9998907
8661.0,KAT8,0.99988985
4551.0,MPDZ,0.99988854
1839.0,TNK2,0.99988794
3546.0,REV1,0.99988794
1726.0,TCF4,0.99988675
798.0,PRKN,0.99988604
2733.0,TUBA8,0.9998859
880.0,APC,0.9998858
5205.0,ZNF398,0.99988544
50.0,ATR,0.9998851
5773.0,BCCIP,0.9998847
97.0,BID,0.9998847
8805.0,SP110,0.9998846
8191.0,SPICE1,0.99988437
3669.0,TMOD3,0.99988246
2998.0,EAF2,0.9998822
8156.0,ANG,0.99988115
5660.0,MAEA,0.999881
9545.0,ADH5,0.9998808
92.0,SCO2,0.9998808
2993.0,DHX9,0.9998803
9283.0,AGT,0.9998802
6652.0,DNAJB6,0.9998791
3121.0,PBRM1,0.9998789
7579.0,CAVIN2,0.99987876
1707.0,PELI1,0.9998784
4316.0,DACH1,0.99987805
3603.0,PRRC2A,0.9998779
226.0,RCHY1,0.9998778
7997.0,ECD,0.99987733
8840.0,PER2,0.9998766
5574.0,ETHE1,0.999876
4109.0,PPID,0.9998759
7740.0,RAB4A,0.9998758
93.0,RRM2B,0.99987566
2791.0,ANXA7,0.99987566
3444.0,CSE1L,0.9998754
1103.0,PTK2,0.9998752
1622.0,SYK,0.9998741
3031.0,TUBB4B,0.99987316
2462.0,FTH1,0.99987304
1080.0,REL,0.9998729
5066.0,TP53BP2,0.9998728
3704.0,SETD1A,0.99987257
1540.0,HDAC8,0.99987185
114.0,BCL6,0.9998716
3071.0,STIP1,0.9998715
1528.0,DCLRE1C,0.99987054
11646.0,COLGALT1,0.99987054
4156.0,NT5C2,0.99986994
2352.0,DOCK7,0.99986947
3585.0,BTBD2,0.9998691
2857.0,HSPA1B,0.999869
177.0,PPARGC1A,0.99986875
7842.0,S100A6,0.9998685
4015.0,NUP155,0.99986815
2161.0,PAFAH1B3,0.9998678
10437.0,TAF5,0.9998677
6768.0,CSNK1G2,0.9998667
132.0,MLH1,0.9998667
1334.0,TUBG1,0.9998665
36.0,KAT5,0.99986553
6759.0,FOXC1,0.9998654
2341.0,PHC3,0.9998648
2641.0,FBXO21,0.9998646
1460.0,BLM,0.9998635
3935.0,FUBP1,0.99986327
10123.0,DHCR24,0.9998629
3921.0,ABCE1,0.99986255
1177.0,PPP2R1A,0.9998622
7049.0,FOXK2,0.99986124
4743.0,MAGI1,0.9998604
9287.0,TAF6,0.99986005
1339.0,TUBB2A,0.9998592
1576.0,CTBP1,0.9998592
1039.0,NAE1,0.9998591
2267.0,CSNK1E,0.9998586
2382.0,DCAF1,0.9998585
9120.0,GTF2H4,0.9998584
2654.0,WDR5,0.999858
4910.0,MAFK,0.99985695
7584.0,NUP88,0.9998568
9113.0,ASF1A,0.9998568
11510.0,DECR1,0.99985635
8836.0,MYBPH,0.9998555
1527.0,PRKDC,0.9998554
1516.0,FBXW11,0.9998548
997.0,ERBB2,0.99985397
1377.0,PIAS2,0.99985373
1447.0,MAPK9,0.99985313
1646.0,MUC1,0.99985147
2123.0,LIMA1,0.9998504
21.0,PIK3R1,0.99985003
6360.0,MAP1B,0.99984837
5088.0,TOPORS,0.99984825
5009.0,APTX,0.9998481
2671.0,LRRC7,0.9998479
1326.0,CDK6,0.9998474
9756.0,TAF1A,0.9998473
9396.0,SHISA5,0.9998472
169.0,TP73,0.99984694
4715.0,NAP1L1,0.9998461
7696.0,NR1I2,0.99984586
33.0,MRE11,0.9998454
1163.0,BCKDHB,0.99984515
160.0,WWOX,0.9998449
6423.0,TUBB3,0.9998442
10826.0,TUBGCP2,0.9998441
4410.0,PMP22,0.9998436
6565.0,SFRP4,0.9998436
2106.0,IRF9,0.9998429
129.0,JUN,0.9998429
9201.0,CDH16,0.99984276
5628.0,CKAP4,0.9998425
60.0,BRCA2,0.99984217
5481.0,ZNF148,0.9998419
2143.0,MAPKAPK5,0.9998418
882.0,STAMBP,0.9998412
1825.0,MAP2K3,0.99984086
3485.0,SIN3B,0.9998404
1767.0,GTF2H1,0.9998399
1993.0,PPP1R13L,0.99983895
2173.0,HMGA1,0.9998386
5699.0,USP10,0.9998381
1694.0,GTF2I,0.99983764
971.0,ERN1,0.9998375
1504.0,DAXX,0.9998373
5157.0,ZBTB33,0.9998369
2737.0,HNRNPM,0.9998368
4776.0,SEC24D,0.9998348
3440.0,NIN,0.99983454
175.0,CDK4,0.99983263
954.0,PRKCA,0.9998324
1443.0,CSF1R,0.9998324
3543.0,HMGB2,0.99983203
167.0,CDKN1A,0.9998318
4432.0,RFWD3,0.99983144
96.0,PMAIP1,0.9998306
1203.0,GRB10,0.9998306
3643.0,AIMP2,0.99983037
839.0,MAPK3,0.9998299
4568.0,PDLIM7,0.99982977
5317.0,TGM2,0.9998286
6814.0,ZBTB49,0.9998282
2494.0,DYNC1I1,0.99982786
241.0,MCCC2,0.9998272
2318.0,EIF3B,0.9998267
4442.0,PAK4,0.9998266
3525.0,TBPL1,0.99982506
1601.0,AGO2,0.99982506
10230.0,PARD3,0.99982446
804.0,ATG7,0.99982387
3985.0,VRK3,0.9998229
3138.0,TCEAL4,0.9998227
434.0,CTNNB1,0.9998227
2325.0,BMX,0.99982184
2312.0,NR4A1,0.99982125
6460.0,RNF34,0.99982053
1990.0,COPS3,0.9998197
9088.0,TAF5L,0.999819
536.0,TLR4,0.9998184
45.0,BRCA1,0.99981815
7081.0,MDH1,0.9998178
116.0,ARID3A,0.9998161
4048.0,HECTD3,0.9998159
64.0,XRCC1,0.99981564
8003.0,PHKA2,0.9998148
8175.0,BAG5,0.9998147
11345.0,RYK,0.99981457
6998.0,CYTH3,0.9998136
547.0,HSF1,0.9998135
1558.0,CAPN1,0.9998135
2994.0,HNRNPU,0.99981326
1923.0,NFYA,0.99981254
5239.0,ELL,0.99981195
4469.0,EXOSC8,0.99981123
5806.0,BRPF3,0.99981123
1106.0,DDB1,0.99981064
4033.0,NMT2,0.99980944
8420.0,ELL3,0.9998091
7335.0,MED17,0.99980897
468.0,RBPJ,0.9998087
2624.0,ERCC3,0.999808
4601.0,ZHX1,0.9998078
7547.0,KCTD17,0.99980754
1999.0,RPL4,0.9998068
2336.0,CEP55,0.9998067
1663.0,HRAS,0.9998066
1417.0,PPP1R12A,0.9998061
6247.0,RPRD1A,0.9998049
1492.0,SKI,0.99980456
3851.0,ACTA2,0.9998041
1479.0,ETS1,0.99980396
2371.0,MYH9,0.99980396
2186.0,SF3B1,0.9998035
111.0,NDRG1,0.9998035
6039.0,UIMC1,0.9998031
155.0,EHMT2,0.9998029
8464.0,CSNK1G3,0.9998017
2574.0,KLF4,0.9998017
3735.0,NME4,0.9998
4496.0,PIWIL1,0.9997987
854.0,TRIM27,0.9997986
1579.0,CFLAR,0.9997981
1531.0,IRS2,0.99979776
3164.0,RPS6KA3,0.9997975
1900.0,NFYB,0.9997962
10791.0,SUPT3H,0.99979585
725.0,CSF2RB,0.9997954
4874.0,CRTC2,0.99979526
6679.0,CXXC1,0.99979323
2009.0,PSMC3,0.9997931
134.0,DDB2,0.9997925
1172.0,PDHA1,0.99979216
6106.0,RFC3,0.99979156
1930.0,ING2,0.99979097
847.0,NEDD4L,0.9997905
5971.0,SYVN1,0.9997899
186.0,TFDP1,0.99978954
4027.0,NMT1,0.99978846
557.0,CEBPB,0.9997874
2438.0,TLE3,0.99978656
84.0,CDK8,0.9997861
3393.0,SERPINB9,0.9997832
3720.0,RBM10,0.9997819
4154.0,TADA3,0.99978155
3990.0,CCT6A,0.9997814
1233.0,YY1,0.99978095
2078.0,SIVA1,0.9997807
7389.0,JMY,0.99977916
3836.0,MNAT1,0.99977905
2224.0,UBE4B,0.999778
1599.0,CCNH,0.9997764
10369.0,RFC1,0.99977607
1823.0,MTA2,0.9997751
3607.0,GTF3C4,0.9997744
2034.0,DCAF7,0.99977344
8902.0,RDH13,0.99977297
1252.0,EFNB2,0.99977
1383.0,FOXO3,0.9997696
12526.0,FOXQ1,0.9997694
3277.0,AATF,0.9997688
1093.0,SEC13,0.9997677
7829.0,OGA,0.999767
8599.0,MDN1,0.9997656
2968.0,DUSP26,0.9997656
852.0,RNF40,0.99976546
5397.0,PPIF,0.9997639
8692.0,MYPN,0.99976367
9723.0,FOXA3,0.9997632
2402.0,PKM,0.9997627
4892.0,LRRK2,0.9997626
6350.0,CARM1,0.99976116
3402.0,SYNCRIP,0.99976
9903.0,CORO1C,0.9997595
10387.0,BRF1,0.99975663
2669.0,RBCK1,0.99975663
10871.0,CDH9,0.9997565
5607.0,ASH2L,0.9997532
6155.0,HSPA1L,0.999752
4572.0,PDCD5,0.99975103
776.0,CLTC,0.9997491
1305.0,TBP,0.9997489
3893.0,TAF9B,0.99974805
147.0,NOC2L,0.99974793
10580.0,ING1,0.99974793
6713.0,COX17,0.9997476
11639.0,DHRS4,0.99974567
10294.0,LSM14A,0.99974555
220.0,UBE2B,0.9997452
7099.0,SBDS,0.99974364
2850.0,SMARCD2,0.999742
2144.0,MAPK11,0.99974173
1568.0,HDAC9,0.99974066
6968.0,USP39,0.999739
6179.0,GSTM4,0.9997389
80.0,YAP1,0.9997383
851.0,RNF20,0.9997373
470.0,NOTCH1,0.99973696
1484.0,MAPK14,0.99973685
684.0,MIF,0.9997353
5911.0,MPHOSPH6,0.9997342
10254.0,TWNK,0.9997341
7664.0,HELLS,0.99973077
8412.0,ANKRD2,0.9997303
2344.0,RPS17,0.99973005
10722.0,TOP1MT,0.99972624
8355.0,LAMP2,0.99972516
2714.0,CCT5,0.999724
4103.0,MAD2L1BP,0.99972385
9887.0,USP49,0.99972063
11476.0,CHRNA10,0.99972004
2206.0,TRIM23,0.9997197
2591.0,EIF4E2,0.9997191
8913.0,CLTB,0.99971884
8264.0,NUB1,0.9997185
5596.0,APBB2,0.99971837
4022.0,TP53RK,0.9997141
382.0,ITCH,0.99971396
5559.0,FTL,0.9997129
10246.0,NQO1,0.9997129
7166.0,TSPYL4,0.9997129
42.0,UBE2V2,0.9997111
553.0,ETS2,0.9997104
2564.0,RCC1,0.99971026
3793.0,RPL18A,0.99970883
9002.0,MOG,0.99970883
102.0,TRIAP1,0.9997056
